reviewId,anonymized_user,score,content,at
694ce0a7-f37f-429d-86e9-e129fa230e50,사용자3466,5,차량검색을 무사고 필터할수있어서 좋았어요 보기편합니다 총비용계산도 한눈에볼수있어서 만족합니다,2020-09-08 15:26:45
02eb2f70-7d27-485b-9948-2f91fdf6a600,사용자3498,5,일단믿고살수있는중고차사이트라거생각합니다 홈서비스또한너무좋은듯합니다,2020-09-08 13:30:35
1ff1f89f-cbd4-4177-a434-0e58423338b6,사용자3505,5,가격이좀 있지만 허위가없고 믿을수있다,2020-09-08 13:12:16
4da1087b-ee31-4d9d-82f3-c1f5af0c8b64,사용자3528,5,믿음이 갑니다,2020-08-24 13:18:37
f9e9964d-430e-4e9c-a855-a76129c30e4d,사용자3569,1,후져요 가격도 열라비싸,2020-07-28 17:37:55
f1c634c6-ca8c-4625-8ed1-ea14fc77c45d,사용자3579,1,차관리를 제대로해서 파는지 모르겠음,2020-07-22 02:33:54
87be7941-8466-4352-8e84-7513b1477d6e,사용자3595,3,편하긴헌데 좀비싸게판매하네요 허위는없는거같아서 좋긴합니다,2020-07-07 15:49:20
2c8c5c5e-cd5a-4829-83b6-f0a2b65daf2a,사용자3598,5,만족스러운 사이트 편리함,2020-07-06 07:17:13
b4124dc2-fd08-4d76-954b-292dade519da,사용자3605,4,K카차량구매해서잘사용하고있습니다,2020-07-03 12:06:45
db39762c-bf0d-40c3-b9f2-73c720494bdb,사용자3608,5,개념있는 매물들로만 이루어짐,2020-07-02 21:18:31
cdb188ef-edc8-4bf3-9548-bdaee5ab725b,사용자3609,1,3시간째 빙글빙글 도네요,2020-07-02 20:33:20
deb6fafe-f813-4ca0-a1f1-32db0292c1e9,사용자3618,5,좋다고해서따운,2020-06-24 15:33:03
0a47b3ff-7f4f-4dbb-af30-cec428bcebcd,사용자3621,5,보기편해서 좋아요,2020-06-22 17:02:50
86b39864-eeb2-4abd-84a5-8799861ece32,사용자3648,1,인터페이스 개불편함,2020-05-27 18:30:20
5835c6c5-14a1-4a3d-a58f-621d5f25e47a,사용자3672,5,편리한 선택과 진실성 최고입니다,2020-04-20 00:10:31
eaa316a2-b2b3-4548-8b62-dcb2309440be,사용자3680,5,제미서서에지바로다운로드,2020-04-08 23:42:36
cee9d7e8-6883-4893-b420-a8e169770726,사용자3742,4,언제나 보기좋아요,2020-02-27 15:40:44
9d5e118e-65de-434b-a4b6-cdd994985ee8,사용자3751,1,네트워크 문제라며 실행안됨,2020-02-19 15:55:24
488c5010-b517-418f-91de-29d9a5aed3e6,사용자3776,1,앱업데이트하고 볼수가없음 느려터짐,2020-02-11 21:49:43
d6fe6a28-ebd2-4e1c-a1fa-0bb47caf9690,사용자3786,5,고맙습니다 잘쓰고있어요,2020-02-11 02:33:26
78e4db53-a983-4119-98b2-df0ffab4136c,사용자3795,5,좋다고 판단합니다,2020-02-10 18:45:17
8939c465-0d45-4658-b7d5-fbf42fdc872a,사용자3798,1,업데이트되고 검색하기 힘들어짐 예를들어 올뉴k3를 검색하려면 k3검색후 상세검색 한번더해야됨,2020-02-10 17:51:40
114b8792-6538-487a-b6cc-7aa14ef61403,사용자3799,5,중고차 검색에 최적화,2020-02-10 17:23:41
413ad56b-fda2-4b0f-a423-2860f7739df3,사용자3826,1,여기도 개차반,2020-02-09 10:31:17
4eab798e-3839-449b-958d-03be48403087,사용자3852,5,사용하기가 너무편하네요,2020-01-22 16:25:47
9dc96f94-1b99-4d06-a574-799335386036,사용자3865,3,좋은정보감사해요 앱쓰기좋았구 시간절약됐음,2020-01-10 15:17:41
f6028dfa-6c3d-47a9-a9e6-6d1d713f32e3,사용자3905,1,갑자기 실행이 안되요,2019-12-15 21:36:36
